rank,title,developer,version,price_usd,rating,votes,content_rating,category,min_installs,max_installs,updated,rank_change_day,rank_change_week,store_url
394,Slots Casino Partyâ„¢,GameZone8,2.17.0,$0.00 ,3.88,54083,Medium Maturity,Casino,1000000,5000000,3/13/14,25,35,https://play.google.com/store/apps/details?id=com.gamezone8.slotscasinoparty
395,Castle Defense,Elite Games,1.4.6,$0.00 ,4.29,115330,Medium Maturity,Strategy,10000000,50000000,4/25/14,16,4,https://play.google.com/store/apps/details?id=com.hz.game.cd
396,Workout Trainer,Skimble Inc.,Varies with device,$0.00 ,4.3,58849,Medium Maturity,Health & Fitness,5000000,10000000,4/14/14,-1,-31,https://play.google.com/store/apps/details?id=com.skimble.workouts
397,Lords & Knights - Strategy MMO,XYRALITY GmbH,3.3.4,$0.00 ,4.19,28149,Medium Maturity,Strategy,1000000,5000000,5/8/14,-40,45,https://play.google.com/store/apps/details?id=com.xyrality.lkclient
398,Fish Live,CanadaDroid,1.3.2,$0.00 ,4.45,295342,Everyone,Family,10000000,50000000,4/13/14,14,1,https://play.google.com/store/apps/details?id=com.baileyz.aquarium
399,Slot Casino - Slot Machines,Candy Mobile,1.28,$0.00 ,4.42,97381,Medium Maturity,Board,10000000,50000000,4/3/14,4,-42,https://play.google.com/store/apps/details?id=com.play.slot
400,KeeperÂ® Password & Data Vault,"Keeper Security, Inc.",2014.05.09,$0.00 ,4.37,29875,Everyone,Tools,1000000,5000000,5/9/14,-9,-10,https://play.google.com/store/apps/details?id=com.callpod.android_apps.keeper
401,Grand Theft Auto: Vice City,"Rockstar Games, Inc.",1.03,$4.99 ,3.98,35071,High Maturity,Arcade,500000,1000000,9/30/13,-2,13,https://play.google.com/store/apps/details?id=com.rockstargames.gtavc
402,Assistant,Speaktoit Inc,Varies with device,$0.00 ,4.59,305256,Low Maturity,Lifestyle,5000000,10000000,4/8/14,12,40,https://play.google.com/store/apps/details?id=com.speaktoit.assistant
403,Cats & Dogs Casino -FREE Slots,Gamelion Studios,1.4.223,$0.00 ,4.51,10714,Medium Maturity,Casino,100000,500000,5/8/14,29,8,https://play.google.com/store/apps/details?id=com.gamelion.cats
404,Panda Jam,SGN,1.8.37,$0.00 ,4.13,34605,Everyone,Puzzle,1000000,5000000,4/25/14,19,48,https://play.google.com/store/apps/details?id=air.com.sgn.pand
405,Armed Heroes(BGI),Entertainment Game Labs,2.02.00,$0.00 ,3.94,13515,Medium Maturity,Arcade,100000,500000,1/14/14,13,79,https://play.google.com/store/apps/details?id=com.g2us.armedheroes.google
406,Slotsâ„¢ - Bonanza slot machines,ZENTERTAIN LTD,1.7,$0.00 ,4.21,9916,Medium Maturity,Casino,100000,500000,5/8/14,-13,29,https://play.google.com/store/apps/details?id=com.zentertain.slotsbonanza
407,HotSchedules,HotSchedules,2.21.10,$2.99 ,2.84,5588,Everyone,Productivity,100000,500000,4/8/14,-3,-11,https://play.google.com/store/apps/details?id=com.tdr3.hs.android
408,SlingPlayer for Phones,Sling Media Inc.,Varies with device,$14.99 ,4.32,10305,Medium Maturity,Entertainment,100000,500000,4/14/14,12,-11,https://play.google.com/store/apps/details?id=com.slingmedia.slingPlayer
409,Pocket Fort,Noumena Innovations,2.01,$0.00 ,4.38,13128,Everyone,Strategy,500000,1000000,4/9/14,-14,,https://play.google.com/store/apps/details?id=com.noumena.andorid.pocketfort.m1en.na
410,Hidden Object: Mystery Estate,"Kiwi, Inc.",Varies with device,$0.00 ,4.17,61282,Low Maturity,Puzzle,1000000,5000000,12/17/13,-3,,https://play.google.com/store/apps/details?id=com.kiwi.mysteryestate
411,TMNT: ROOFTOP RUN,Comedy Central,2.0.23,$3.99 ,3.89,3427,Low Maturity,Action,50000,100000,4/17/14,30,77,https://play.google.com/store/apps/details?id=com.mtvn.tmntrooftoprun
412,Justin.tv,"Justin.tv, Inc.",1.2,$4.99 ,3.14,1295,Everyone,Entertainment,10000,50000,3/24/14,6,-9,https://play.google.com/store/apps/details?id=tv.justin
413,Caller Id Faker,"Mathrawk, LLC",1.0.19,$0.00 ,4.51,5590,Everyone,Communication,100000,500000,2/21/14,-1,-52,https://play.google.com/store/apps/details?id=com.mathrawk.calleridfaker
414,Slots Farm - slot machines,Kakapo,1.06,$0.00 ,4.35,10927,Medium Maturity,Casino,1000000,5000000,3/27/14,-13,-32,https://play.google.com/store/apps/details?id=com.kakapo.slotsfarm
415,Fairway Solitaire Blast,Big Fish Games,1.1.6,$0.00 ,4.02,10898,Everyone,Card,100000,500000,5/1/14,0,-1,https://play.google.com/store/apps/details?id=air.com.bigfishgames.fairwayrevengegooguniversalf2p
416,Garmin Pilot,"Digital Cyclone, Inc",Varies with device,$0.00 ,3.77,369,Low Maturity,Weather,10000,50000,4/29/14,-18,-6,https://play.google.com/store/apps/details?id=com.digcy.pilot
417,FINAL FANTASY VI,"SQUARE ENIX Co.,Ltd.",1.0.3,$15.99 ,4.54,9063,Low Maturity,Role Playing,50000,100000,2/26/14,-4,-8,https://play.google.com/store/apps/details?id=com.square_enix.android_googleplay.FFVI
418,FINAL FANTASY IV,"SQUARE ENIX Co.,Ltd.",1.2.6,$15.99 ,4.43,9920,Low Maturity,Role Playing,100000,500000,1/14/14,16,40,https://play.google.com/store/apps/details?id=com.square_enix.android_googleplay.FFIV_GP
419,NYTimes - Breaking News,The New York Times Company,Varies with device,$0.00 ,3.75,31465,Medium Maturity,News & Magazines,5000000,10000000,5/2/14,-9,5,https://play.google.com/store/apps/details?id=com.nytimes.android
420,WIND RUNNER,"WeMade Entertainment CO., LTD",1.54,$0.00 ,4.47,27441,Everyone,Action,100000,500000,4/3/14,2,-54,https://play.google.com/store/apps/details?id=wemade.windrunner.facebook
421,Life is Crime,Red Robot Labs,1.8.5.0,$0.00 ,4.33,48168,Medium Maturity,Casual,1000000,5000000,11/13/13,-20,,https://play.google.com/store/apps/details?id=com.redrobotlabs.lifeiscrime
422,Word Chums,PeopleFun,1.3.0,$0.00 ,4.84,38601,Everyone,Word,100000,500000,4/30/14,-10,15,https://play.google.com/store/apps/details?id=com.peoplefun.wordchums
423,Garden Mania 2,Ezjoy,1.1.3,$0.00 ,4.31,31565,Everyone,Casual,1000000,5000000,5/8/14,-1,-68,https://play.google.com/store/apps/details?id=com.ezjoynetwork.gardenmania2
424,Six-Guns,Gameloft,2.1.0l,$0.00 ,4.43,569684,Low Maturity,Action,10000000,50000000,4/1/14,13,44,https://play.google.com/store/apps/details?id=com.gameloft.android.ANMP.GloftSXHM
425,Tap Paradise Cove,Pocket Gems,3.20.4,$0.00 ,4.08,31530,Everyone,Casual,1000000,5000000,10/15/13,13,-14,https://play.google.com/store/apps/details?id=com.pocketgems.android.tapparadisecove
426,Farming Simulator 14,GIANTS Software,Varies with device,$2.99 ,4.25,12719,Everyone,Simulation,100000,500000,5/9/14,-16,-22,https://play.google.com/store/apps/details?id=com.giantssoftware.fs14
427,Má»™ng Hiá»‡p KhÃ¡ch-Galaxy Fight,Galaxy Hiá»‡p KhÃ¡ch,1.02,$0.00 ,4.59,10875,Low Maturity,Casual,100000,500000,2/20/14,-61,,https://play.google.com/store/apps/details?id=com.monghiepkhach.wxqz
428,Jackpot Bingo -Free Bingo Game,"GREE, INC",1.4.8g,$0.00 ,4.4,49295,Everyone,Casino,1000000,5000000,2/20/14,12,-9,https://play.google.com/store/apps/details?id=jp.gree.jband
429,Cozi Family Calendar & Lists,Cozi,7.0.2600,$0.00 ,4.45,16844,Low Maturity,Productivity,1000000,5000000,4/30/14,-20,-70,https://play.google.com/store/apps/details?id=com.cozi.androidfree
430,Charm King,PlayQ Inc,1.5.0,$0.00 ,4.63,11068,Everyone,Puzzle,100000,500000,4/30/14,-55,,https://play.google.com/store/apps/details?id=net.playq.charmking
431,Gangstar Vegas,Gameloft,1.4.0h,$2.99 ,3.93,38255,High Maturity,Action,100000,500000,4/17/14,-13,,https://play.google.com/store/apps/details?id=com.gameloft.android.ANMP.GloftGGHM
432,Lose It!,"FitNow, Inc.",5.0.8,$0.00 ,4.54,24827,Low Maturity,Health & Fitness,1000000,5000000,3/7/14,-26,-26,https://play.google.com/store/apps/details?id=com.fitnow.loseit
433,Mutants: Genetic Gladiators,Kobojo,Varies with device,$0.00 ,4.27,15465,Low Maturity,Action,100000,500000,5/5/14,4,-36,https://play.google.com/store/apps/details?id=com.kobojo.mutants
434,Mathway,Mathway,2.0.4,$0.00 ,4.2,7798,Everyone,Education,500000,1000000,4/10/14,-13,21,https://play.google.com/store/apps/details?id=com.bagatrix.mathway.android
435,Guardian Cross,"SQUARE ENIX Co.,Ltd.",1.4.0,$0.00 ,3.72,6999,Medium Maturity,Role Playing,500000,1000000,3/27/14,13,29,https://play.google.com/store/apps/details?id=com.square_enix.android_googleplay.guardiancrossE
436,"Casino Live - Poker, Slots",NuriGames Inc.,5.6,$0.00 ,4.19,6490,Medium Maturity,Casino,500000,1000000,4/23/14,-15,-6,https://play.google.com/store/apps/details?id=com.nurigames.casinolive
437,Wonderland Epicâ„¢ - Play Now!,6waves,1.2.0,$0.00 ,4.02,5857,Low Maturity,Puzzle,100000,500000,4/19/14,12,-17,https://play.google.com/store/apps/details?id=com.sixwaves.wonderlandepic
438,Emoji Keyboard - Emoticons(KK),Kaka Mobile,1.9.5,$0.00 ,4.21,44790,Everyone,Tools,1000000,5000000,5/6/14,-2,,https://play.google.com/store/apps/details?id=com.kitkatandroid.keyboard
439,Shall we date?: Destiny Ninja,NTT Solmare Corp.,1.2.1,$0.00 ,4.38,18122,Medium Maturity,Adventure,500000,1000000,1/30/14,13,56,https://play.google.com/store/apps/details?id=com.nttsolmare.game.android.dn
440,Slots of Fun - Free Slot Games,"Idle Games, Inc",1.20.4,$0.00 ,3.95,6253,Medium Maturity,Casino,500000,1000000,5/9/14,-10,8,https://play.google.com/store/apps/details?id=air.com.idlegaming.slots
441,Ragnarok Valkyrie [English],NEOCYON.INC,1.3.1,$0.00 ,4.46,58509,Low Maturity,Role Playing,500000,1000000,4/28/14,24,,https://play.google.com/store/apps/details?id=com.us.ragnarok
442,Fashion Storyâ„¢,TeamLava Games,1.5.6.4,$0.00 ,4.25,186944,Everyone,Casual,10000000,50000000,1/16/14,12,55,https://play.google.com/store/apps/details?id=com.teamlava.fashionstory
443,Plants vs. Zombiesâ„¢,Electronic Arts Inc,Varies with device,$0.99 ,3.94,26956,Everyone,Casual,500000,1000000,1/13/14,-14,-37,https://play.google.com/store/apps/details?id=com.popcap.pvz_na
444,The Room Two,Fireproof Games,1.04,$2.99 ,4.86,46065,Low Maturity,Puzzle,100000,500000,4/22/14,9,8,https://play.google.com/store/apps/details?id=com.FireproofStudios.TheRoom2
445,Threes!,Sirvo llc,1.0.4,$1.99 ,4.59,16771,Everyone,Puzzle,100000,500000,4/30/14,-23,,https://play.google.com/store/apps/details?id=vo.threes.exclaim
446,The Cinderella Contract,ã‚¢ãƒªã‚_ãƒ_ãƒ†ã‚£ãƒƒã‚¯,1.2.6,$0.00 ,4.3,5014,Medium Maturity,Simulation,100000,500000,4/15/14,7,134,https://play.google.com/store/apps/details?id=jp.arismile.a1a128
447,Mini Golf MatchUpâ„¢,Scopely,2.6.0,$0.00 ,4.46,178672,Medium Maturity,Arcade,1000000,5000000,4/1/14,-5,4,https://play.google.com/store/apps/details?id=com.scopely.minigolf.free
448,GotchaWarriorsX,"(THE)ONE of THEM, Inc.",6.5,$0.00 ,4.27,51549,Medium Maturity,Strategy,1000000,5000000,5/9/14,47,132,https://play.google.com/store/apps/details?id=jp.oneofthem.gotchawarriors
449,Clash of Slots,Product Madness,1.3.3,$0.00 ,4.25,3457,Medium Maturity,Casino,100000,500000,3/27/14,-20,-19,https://play.google.com/store/apps/details?id=air.com.productmadness.atlas
450,3D MMO Celtic Heroes,One Thumb Mobile Ltd,1.0.2,$0.00 ,4.2,2689,Low Maturity,Role Playing,10000,50000,5/7/14,19,,https://play.google.com/store/apps/details?id=com.onethumbmobile.celticheroes
451,Slots - Journey of Magic,Gamelion Studios,1.8.575,$0.00 ,4.18,13512,Medium Maturity,Casino,1000000,5000000,5/9/14,44,-13,https://play.google.com/store/apps/details?id=com.gamelion.slots
452,Fairy Kingdom HD,Game Gardenâ„¢,1.2.5,$0.00 ,4.37,18837,Everyone,Strategy,100000,500000,5/8/14,7,-3,https://play.google.com/store/apps/details?id=com.gamegarden.fk
453,AutoRap by Smule,Smule,2.0.3,$0.00 ,4.09,64242,Low Maturity,Music & Audio,5000000,10000000,4/25/14,7,22,https://play.google.com/store/apps/details?id=com.smule.autorap
454,SAS: Zombie Assault 3,ninja kiwi,2.56,$0.00 ,4.39,112447,Medium Maturity,Action,1000000,5000000,12/20/13,21,-33,https://play.google.com/store/apps/details?id=com.ninjakiwi.sas3zombieassault
455,Clear Vision 3 -Sniper Shooter,DPFLASHES STUDIOS,1.0.3,$0.00 ,4.34,222279,High Maturity,Action,1000000,5000000,1/27/14,-12,-24,https://play.google.com/store/apps/details?id=air.com.dpflashes.clearvision3
456,MONOPOLY,Electronic Arts Inc,Varies with device,$1.99 ,3.75,11118,Everyone,Casual,100000,500000,1/13/14,2,41,https://play.google.com/store/apps/details?id=com.eamobile.monopoly_na_wf
457,Pet Shop Storyâ„¢,TeamLava Games,1.0.6.4,$0.00 ,4.25,142305,Everyone,Casual,10000000,50000000,1/16/14,-15,33,https://play.google.com/store/apps/details?id=com.teamlava.petshop
458,OfficeSuite Pro 7 (PDF&Fonts),"Mobile Systems, Inc.",Varies with device,$14.99 ,4.37,31685,Everyone,Business,500000,1000000,4/17/14,-6,38,https://play.google.com/store/apps/details?id=com.mobisystems.editor.office_registered
459,Slotsâ„¢ - Vegas slot machines,ZENTERTAIN LTD,1.1,$0.00 ,4.2,5059,Medium Maturity,Casino,100000,500000,4/16/14,-22,,https://play.google.com/store/apps/details?id=com.zentertain.slotsvegas
460,FL Studio Mobile,Image-Line,1.3.1,$19.99 ,4.12,3493,Everyone,Music & Audio,50000,100000,2/7/14,-1,-1,https://play.google.com/store/apps/details?id=com.imageline.FLM
461,PrinterShareâ„¢ Premium Key,Mobile Dynamix,3.6,$12.95 ,4.43,7776,Everyone,Business,100000,500000,1/2/14,-1,8,https://play.google.com/store/apps/details?id=com.dynamixsoftware.printershare.premium
462,Titanium Backup PRO Key â˜… root,Titanium Track,1.2.3,$5.99 ,4.8,53244,Everyone,Tools,500000,1000000,6/18/13,-9,-35,https://play.google.com/store/apps/details?id=com.keramidas.TitaniumBackupPro
463,Bubble Blaze,Outplay Entertainment Ltd,Varies with device,$0.00 ,4.31,69018,Everyone,Casual,5000000,10000000,4/30/14,-14,,https://play.google.com/store/apps/details?id=com.outplayentertainment.bubbleblaze
464,Clickfun Casino Slots,Online Skill LTD,1.8.2,$0.00 ,4.19,8099,Medium Maturity,Card,500000,1000000,12/9/13,-14,-34,https://play.google.com/store/apps/details?id=air.biz.rightshift.clickfun.casino
465,Montezuma Blitz Match 3 Puzzle,"Alawar Entertainment, Inc.",Varies with device,$0.00 ,4.06,28053,Everyone,Arcade,500000,1000000,4/11/14,10,60,https://play.google.com/store/apps/details?id=com.alawar.montezumablitz
466,Meez,Meez,2.12.0,$0.00 ,3.92,14676,Medium Maturity,Social,500000,1000000,5/5/14,13,10,https://play.google.com/store/apps/details?id=air.meez.app.Towers
467,Teen Patti - Indian Poker,"Octro, Inc.",1.50.08,$0.00 ,4.49,475313,Medium Maturity,Casino,5000000,10000000,4/9/14,-9,-6,https://play.google.com/store/apps/details?id=com.octro.teenpatti
468,Littlest Pet Shop,Gameloft,2.1.0,$0.00 ,4.29,188328,Everyone,Family,10000000,50000000,4/17/14,,45,https://play.google.com/store/apps/details?id=com.gameloft.android.ANMP.GloftPEHM
469,Wipeout,"Activision Publishing, Inc.",1.2,$1.99 ,4.48,19680,Everyone,Action,100000,500000,1/2/14,-6,-31,https://play.google.com/store/apps/details?id=com.activision.wipeout
470,Tower of Saviors,Mad Head Limited,5.02,$0.00 ,4.46,46939,Low Maturity,Puzzle,1000000,5000000,4/3/14,-19,59,https://play.google.com/store/apps/details?id=com.madhead.tos.en
471,Warspear Online MMORPG,AIGRIND,3.13.0,$0.00 ,4.26,52367,Medium Maturity,Role Playing,1000000,5000000,5/5/14,-28,,https://play.google.com/store/apps/details?id=com.aigrind.warspear
472,Amazing Spider-Man 2 Live WP,Cellfish Studios,2.04,$0.00 ,4.17,75983,Low Maturity,Personalization,5000000,10000000,5/6/14,24,,https://play.google.com/store/apps/details?id=cellfish.spidermanlwp
473,ì—êë¸Œë_¬íƒ€ì_´ for Kakao,"WeMade Entertainment CO., LTD",1.4.0,$0.00 ,4.34,285681,Everyone,Simulation,1000000,5000000,4/21/14,-9,110,https://play.google.com/store/apps/details?id=kr.co.feverstudio.apps.everytown
474,NQ Mobile Security & Antivirus,NQ Mobile Security (NYSE:NQ),7.2.00.00,$0.00 ,4.38,225462,Low Maturity,Productivity,10000000,50000000,1/20/14,8,-7,https://play.google.com/store/apps/details?id=com.nqmobile.antivirus20
475,Diner Dash,"PlayFirst, Inc",3.34.10,$0.00 ,3.96,60881,Everyone,Family,5000000,10000000,4/23/14,-18,-19,https://play.google.com/store/apps/details?id=com.playfirst.playground.dinerdash
476,SLOTS: Bible Slots Free,Top Free Games,1.116,$0.00 ,4.53,8613,Medium Maturity,Casino,500000,1000000,3/20/14,-15,6,https://play.google.com/store/apps/details?id=com.topfreegames.topbibleslots
477,Pet Shop Story: Springtime,TeamLava Games,1.0.6.4,$0.00 ,4.01,15101,Everyone,Simulation,500000,1000000,3/13/14,21,87,https://play.google.com/store/apps/details?id=com.teamlava.petshop35
478,Infinite Flight Simulator,Flying Development Studio LLC,1.3.2,$4.99 ,4.41,8126,Everyone,Simulation,100000,500000,3/13/14,-2,-12,https://play.google.com/store/apps/details?id=com.fds.infiniteflight
479,Tasker,Crafty Apps EU,Varies with device,$2.99 ,4.63,21896,Low Maturity,Tools,500000,1000000,4/30/14,9,-13,https://play.google.com/store/apps/details?id=net.dinglisch.android.taskerm
480,Galaxy - Chat & Play,Mobstudio,8.0.9,$0.00 ,4.28,36822,Medium Maturity,Social,1000000,5000000,3/17/14,60,,https://play.google.com/store/apps/details?id=ru.mobstudio.andgalaxy
481,Pou,Zakeh,1.4.38,$0.00 ,4.41,4199735,Everyone,Casual,100000000,500000000,5/6/14,22,47,https://play.google.com/store/apps/details?id=me.pou.app
482,FRONTLINE COMMANDO: D-DAY,Glu,3.0.3,$0.00 ,4.53,515506,High Maturity,Action,10000000,50000000,5/9/14,-1,30,https://play.google.com/store/apps/details?id=com.glu.flcn_new
483,Call of Miniâ„¢ Infinity,Triniti Interactive Ltd.,1.7,$0.00 ,3.99,168045,Low Maturity,Arcade,1000000,5000000,4/17/14,9,39,https://play.google.com/store/apps/details?id=com.trinitigame.android.callofminiinfinity
484,Splashtop 2 Remote Desktop,Splashtop,2.4.5.12,$0.00 ,4.55,54593,Everyone,Business,1000000,5000000,4/21/14,5,1,https://play.google.com/store/apps/details?id=com.splashtop.remote.pad.v2
485,Arcane Empires,Kabam,Varies with device,$0.00 ,4.27,19400,Medium Maturity,Arcade,1000000,5000000,1/13/14,,,https://play.google.com/store/apps/details?id=com.kabam.arcaneempires
486,Burner - Disposable Numbers,"Ad Hoc Labs, Inc",1.0.7,$0.00 ,3.99,1324,Low Maturity,Communication,100000,500000,3/31/14,-4,,https://play.google.com/store/apps/details?id=com.adhoclabs.burner
487,Happy Street,Godzilab Inc,2.5.002,$0.00 ,4.55,64284,Low Maturity,Casual,1000000,5000000,5/9/14,79,168,https://play.google.com/store/apps/details?id=com.godzilab.happystreet
488,Quiz RPG: World of Mystic Wiz,"COLOPL, Inc.",1.4.2,$0.00 ,4.29,6889,Everyone,Role Playing,100000,500000,5/1/14,25,59,https://play.google.com/store/apps/details?id=jp.colopl.enquizwiz
489,Invoice2go Plus - Invoice App,Invoice2go,7.5.2,$0.00 ,4.3,2239,Low Maturity,Business,100000,500000,4/13/14,-5,29,https://play.google.com/store/apps/details?id=com.invoice2go.invoice2goplus
490,BIG WIN Football,Hothead Games,3.7.1,$0.00 ,4.23,66268,Low Maturity,Sports,5000000,10000000,1/22/14,,,https://play.google.com/store/apps/details?id=com.hotheadgames.google.free.bigwinfootball
491,Dragon Friends,NHN USA Inc.,1.0.1,$0.00 ,4.53,4262,Everyone,Simulation,10000,50000,4/23/14,,,https://play.google.com/store/apps/details?id=com.nhnusaent.SKDFUS
492,Magic 2014,Wizards of the Coast LLC,1.5.0,$0.00 ,4.19,20738,Low Maturity,Puzzle,100000,500000,1/8/14,8,15,https://play.google.com/store/apps/details?id=com.stainlessgames.D14
493,"Zombies, Run!",Six to Start,3.0.9,$3.99 ,4.33,7484,Medium Maturity,Health & Fitness,100000,500000,5/2/14,7,42,https://play.google.com/store/apps/details?id=com.sixtostart.zombiesrun
494,Sword of King : Excalibur,FreeThought,1,$0.00 ,4.14,5684,Low Maturity,Action,100000,500000,3/27/14,,,https://play.google.com/store/apps/details?id=kings.sword.excalibur
495,Electro Girl (Card Battle),G-GEE GAMES,1.0.6,$0.00 ,3.83,4959,Medium Maturity,Arcade,500000,1000000,2/23/14,,,https://play.google.com/store/apps/details?id=com.ggee.vividruntime.gg_1655
496,Anonymous Texting,bGeek,Varies with device,$0.00 ,3.83,2053,Everyone,Communication,500000,1000000,1/14/14,,,https://play.google.com/store/apps/details?id=uk.co.digitalclockwork.apps.android.anonymoustexting
497,ë§ˆêµ¬ë§ˆêµ¬2014 for Kakao,CJ E&M corp.,3.2.3,$0.00 ,4.37,277193,Everyone,Sports,5000000,10000000,4/30/14,37,182,https://play.google.com/store/apps/details?id=com.cjenm.ma92013.google
498,GPS Navigation by Sygic,Sygic,14.0.2,$0.00 ,4.21,270882,Low Maturity,Travel & Local,10000000,50000000,4/14/14,6,72,https://play.google.com/store/apps/details?id=com.sygic.aura
499,The World of Magic,Com2uS,1.4.12,$0.00 ,4.35,63392,Low Maturity,Role Playing,1000000,5000000,5/7/14,26,33,https://play.google.com/store/apps/details?id=com.com2us.imo.normal.freefull.google.global.android.common
500,SongPop,FreshPlanet,1.15.2,$0.00 ,4.59,319860,Low Maturity,Music,10000000,50000000,4/29/14,4,41,https://play.google.com/store/apps/details?id=air.com.freshplanet.games.WaM
